CVE,CVSS Score,EPSS,Description,Published,Source
CVE-2022-3768,8.8,0.1622,"The WPSmartContracts WordPress plugin before 1.3.12 does not properly sanitise and escape a parameter before using it in a SQL statement, leading to a SQL injection exploitable by users with a role as low as author",2022-11-28 14:15:13.817,Nuclei
CVE-2022-37706,7.8,0.00079,"enlightenment_sys in Enlightenment before 0.25.4 allows local users to gain privileges because it is setuid root, and the system library function mishandles pathnames that begin with a /dev/.. substring.",2022-12-25 19:15:10.440,Metasploit
CVE-2022-37969,7.8,0.00473,Windows Common Log File System Driver Elevation of Privilege Vulnerability,2022-09-13 19:15:12.323,CISA
CVE-2022-3800,6.3,0.05327,"A vulnerability, which was classified as critical, has been found in IBAX go-ibax. Affected by this issue is some unknown functionality of the file /api/v2/open/rowsInfo. The manipulation of the argument table_name leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-212636.",2022-11-01 16:15:13.977,Nuclei
CVE-2022-38028,7.8,0.01233,Windows Print Spooler Elevation of Privilege Vulnerability,2022-10-11 19:15:15.067,CISA
CVE-2022-38108,7.2,0.01578,SolarWinds Platform was susceptible to the Deserialization of Untrusted Data. This vulnerability allows a remote adversary with Orion admin-level account access to SolarWinds Web Console to execute arbitrary commands.,2022-10-20 21:15:10.147,Metasploit
CVE-2022-38131,6.1,0.001,RStudio Connect prior to 2023.01.0 is affected by an Open Redirect issue. The vulnerability could allow an attacker to redirect users to malicious websites.,2022-09-06 18:15:15.933,Nuclei
CVE-2022-38181,8.8,0.86586,"The Arm Mali GPU kernel driver allows unprivileged users to access freed memory because GPU memory operations are mishandled. This affects Bifrost r0p0 through r38p1, and r39p0; Valhall r19p0 through r38p1, and r39p0; and Midgard r4p0 through r32p0.",2022-10-25 19:15:11.487,CISA
CVE-2022-38295,6.1,0.00153,Cuppa CMS v1.0 was discovered to contain a cross-site scripting vulnerability at /table_manager/view/cu_user_groups. This vulnerability allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Name field under the Add New Group function.,2022-09-12 21:15:11.243,Nuclei
CVE-2022-38296,9.8,0.0672,Cuppa CMS v1.0 was discovered to contain an arbitrary file upload vulnerability via the File Manager.,2022-09-12 21:15:11.297,Nuclei
CVE-2022-38463,6.1,0.00247,ServiceNow through San Diego Patch 4b and Patch 6 allows reflected XSS in the logout functionality.,2022-08-23 19:15:09.853,Nuclei
CVE-2022-38467,6.1,0.00084,Reflected Cross-Site Scripting (XSS) vulnerability in CRM Perks Forms – WordPress Form Builder <= 1.1.0 ver.,2023-01-14 11:15:09.067,Nuclei
CVE-2022-38553,6.1,0.00305,Academy Learning Management System before v5.9.1 was discovered to contain a reflected cross-site scripting (XSS) vulnerability via the Search parameter.,2022-09-26 10:15:09.883,Nuclei
CVE-2022-38637,9.8,0.04103,Hospital Management System v1.0 was discovered to contain multiple SQL injection vulnerabilities via the Username and Password parameters on the Login page.,2022-09-13 21:15:09.763,Nuclei
CVE-2022-3869,6.1,0.08422,Code Injection in GitHub repository froxlor/froxlor prior to 0.10.38.2.,2022-11-05 14:15:09.580,Nuclei
CVE-2022-38794,7.5,0.00724,Zaver through 2020-12-15 allows directory traversal via the GET /.. substring.,2022-08-27 21:15:08.890,Nuclei
CVE-2022-38817,7.5,0.01101,Dapr Dashboard v0.1.0 through v0.10.0 is vulnerable to Incorrect Access Control that allows attackers to obtain sensitive data.,2022-10-03 13:15:11.030,Nuclei
CVE-2022-38870,7.5,0.01074,Free5gc v3.2.1 is vulnerable to Information disclosure.,2022-10-25 17:15:55.773,Nuclei
CVE-2022-39048,6.1,0.00631,"A XSS vulnerability was identified in the ServiceNow UI page assessment_redirect. To exploit this vulnerability, an attacker would need to persuade an authenticated user to click a maliciously crafted URL. Successful exploitation potentially could be used to conduct various client-side attacks, including, but not limited to, phishing, redirection, theft of CSRF tokens, and use of an authenticated user's browser or session to attack other systems.

",2023-04-10 14:15:07.453,Nuclei
CVE-2022-3908,6.1,0.0011,"The Helloprint WordPress plugin before 1.4.7 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting",2022-12-12 18:15:11.690,Nuclei
CVE-2022-39195,6.1,0.00174,A cross-site scripting (XSS) vulnerability in the LISTSERV 17 web interface allows remote attackers to inject arbitrary JavaScript or HTML via the c parameter.,2023-01-17 21:15:13.023,Nuclei
CVE-2022-39197,6.1,0.00834,"An XSS (Cross Site Scripting) vulnerability was found in HelpSystems Cobalt Strike through 4.7 that allowed a remote attacker to execute HTML on the Cobalt Strike teamserver. To exploit the vulnerability, one must first inspect a Cobalt Strike payload, and then modify the username field in the payload (or create a new payload with the extracted information and then modify that username field to be malformed).",2022-09-22 01:15:11.963,CISA
CVE-2022-3933,5.4,0.00104,"The Essential Real Estate WordPress plugin before 3.9.6 does not sanitize and escapes some parameters, which could allow users with a role as low as Admin to perform Cross-Site Scripting attacks.",2022-12-12 18:15:12.167,Nuclei
CVE-2022-3934,5.4,0.00104,"The FlatPM WordPress plugin before 3.0.13 does not sanitise and escape some parameters before outputting them back in pages, leading to Reflected Cross-Site Scripting which could be used against high privilege users such as admin",2022-12-12 18:15:12.230,Nuclei
CVE-2022-3980,9.8,0.43468,An XML External Entity (XEE) vulnerability allows server-side request forgery (SSRF) and potential code execution in Sophos Mobile managed on-premises between versions 5.0.0 and 9.7.4.,2022-11-16 13:15:10.180,Nuclei
CVE-2022-3982,9.8,0.23935,"The Booking calendar, Appointment Booking System WordPress plugin before 3.2.2 does not validate uploaded files, which could allow unauthenticated users to upload arbitrary files, such as PHP and achieve RCE",2022-12-12 18:15:12.487,Nuclei
CVE-2022-39952,9.8,0.93722,"A external control of file name or path in Fortinet FortiNAC versions 9.4.0, 9.2.0 through 9.2.5, 9.1.0 through 9.1.7, 8.8.0 through 8.8.11, 8.7.0 through 8.7.6, 8.6.0 through 8.6.5, 8.5.0 through 8.5.4, 8.3.7 may allow an unauthenticated attacker to execute unauthorized code or commands via specifically crafted HTTP request.",2023-02-16 19:15:13.060,Metasploit/Nuclei
CVE-2022-39960,5.3,0.12515,The Netic Group Export add-on before 1.0.3 for Atlassian Jira does not perform authorization checks. This might allow an unauthenticated user to export all groups from the Jira instance by making a groupexport_download=true request to a plugins/servlet/groupexportforjira/admin/ URI.,2022-09-17 18:15:09.423,Nuclei
CVE-2022-39986,9.8,0.91198,A Command injection vulnerability in RaspAP 2.8.0 thru 2.8.7 allows unauthenticated attackers to execute arbitrary commands via the cfg_id parameter in /ajax/openvpn/activate_ovpncfg.php and /ajax/openvpn/del_ovpncfg.php.,2023-08-01 14:15:09.877,Metasploit/Nuclei
CVE-2022-40022,9.8,0.80444,Microchip Technology (Microsemi) SyncServer S650 was discovered to contain a command injection vulnerability.,2023-02-13 15:15:15.440,Metasploit/Nuclei
CVE-2022-40032,9.8,0.0075,"SQL Injection vulnerability in Simple Task Managing System version 1.0 in login.php in 'username' and 'password' parameters, allows attackers to execute arbitrary code and gain sensitive information.",2023-02-17 14:15:15.370,Nuclei
CVE-2022-40047,5.4,0.02723,Flatpress v1.2.1 was discovered to contain a reflected cross-site scripting (XSS) vulnerability via the page parameter at /flatpress/admin.php.,2022-10-11 19:15:20.327,Nuclei
CVE-2022-40083,9.6,0.07213,Labstack Echo v4.8.0 was discovered to contain an open redirect vulnerability via the Static Handler component. This vulnerability can be leveraged by attackers to cause a Server-Side Request Forgery (SSRF).,2022-09-28 14:15:10.953,Nuclei
CVE-2022-40127,8.8,0.14423,"A vulnerability in Example Dags of Apache Airflow allows an attacker with UI access who can trigger DAGs, to execute arbitrary commands via manually provided run_id parameter. This issue affects Apache Airflow Apache Airflow versions prior to 2.4.0.",2022-11-14 10:15:10.293,Nuclei
CVE-2022-40139,7.2,0.02855,"Improper validation of some components used by the rollback mechanism in Trend Micro Apex One and Trend Micro Apex One as a Service clients could allow a Apex One server administrator to instruct affected clients to download an unverified rollback package, which could lead to remote code execution. Please note: an attacker must first obtain Apex One server administration console access in order to exploit this vulnerability.",2022-09-19 18:15:09.960,CISA
CVE-2022-40359,6.1,0.001,Cross site scripting (XSS) vulnerability in kfm through 1.4.7 via crafted GET request to /kfm/index.php.,2022-09-23 18:15:11.370,Nuclei
CVE-2022-40443,5.3,0.00151,An absolute path traversal vulnerability in ZZCMS 2022 allows attackers to obtain sensitive information via a crafted GET request sent to /one/siteinfo.php.,2022-09-22 14:15:09.637,Nuclei
CVE-2022-40471,9.8,0.76841,Remote Code Execution in Clinic's Patient Management System v 1.0 allows Attacker to Upload arbitrary php webshell via profile picture upload functionality in users.php,2022-10-31 16:15:12.017,Metasploit
CVE-2022-4049,9.8,0.08149,"The WP User WordPress plugin through 7.0 does not properly sanitize and escape a parameter before using it in a SQL statement, leading to a SQL injection exploitable by unauthenticated users.",2023-01-02 22:15:15.827,Nuclei
CVE-2022-4050,9.8,0.08149,"The JoomSport WordPress plugin before 5.2.8 does not properly sanitise and escape a parameter before using it in a SQL statement, leading to a SQL injection exploitable by unauthenticated users",2022-12-19 14:15:11.847,Nuclei
CVE-2022-4057,5.3,0.00155,The Autoptimize WordPress plugin before 3.1.0 uses an easily guessable path to store plugin's exported settings and logs.,2023-01-02 22:15:15.890,Nuclei
CVE-2022-4059,9.8,0.0465,"The Cryptocurrency Widgets Pack WordPress plugin before 2.0 does not sanitise and escape some parameter before using it in a SQL statement via an AJAX action available to unauthenticated users, leading to a SQL injection.",2023-01-02 22:15:15.950,Nuclei
CVE-2022-4060,9.8,0.40063,"The User Post Gallery WordPress plugin through 2.19 does not limit what callback functions can be called by users, making it possible to any visitors to run code on sites running it.",2023-01-16 16:15:11.000,Nuclei
CVE-2022-40624,9.8,0.96185,"pfSense pfBlockerNG through 2.1.4_27 allows remote attackers to execute arbitrary OS commands as root via the HTTP Host header, a different vulnerability than CVE-2022-31814.",2022-12-20 15:15:11.717,Nuclei/EPSS
CVE-2022-4063,9.8,0.04622,"The InPost Gallery WordPress plugin before 2.1.4.1 insecurely uses PHP's extract() function when rendering HTML views, allowing attackers to force the inclusion of malicious files & URLs, which may enable them to run code on servers.",2022-12-19 14:15:12.103,Nuclei
CVE-2022-40684,9.8,0.9728,"An authentication bypass using an alternate path or channel [CWE-288] in Fortinet FortiOS version 7.2.0 through 7.2.1 and 7.0.0 through 7.0.6, FortiProxy version 7.2.0 and version 7.0.0 through 7.0.6 and FortiSwitchManager version 7.2.0 and 7.0.0 allows an unauthenticated atttacker to perform operations on the administrative interface via specially crafted HTTP or HTTPS requests.",2022-10-18 14:15:09.747,Metasploit/Nuclei/EPSS/CISA
CVE-2022-40734,6.5,0.05992,"UniSharp laravel-filemanager (aka Laravel Filemanager) before 2.6.4 allows download?working_dir=%2F.. directory traversal to read arbitrary files, as exploited in the wild in June 2022. This is related to league/flysystem before 2.0.0.",2022-09-14 23:15:09.583,Nuclei
CVE-2022-40765,6.8,0.00168,"A vulnerability in the Edge Gateway component of Mitel MiVoice Connect through 19.3 (22.22.6100.0) could allow an authenticated attacker with internal network access to conduct a command-injection attack, due to insufficient restriction of URL parameters.",2022-11-22 01:15:31.847,CISA
CVE-2022-40843,4.9,0.08738,The Tenda AC1200 V-W15Ev2 V15.11.0.10(1576) router is vulnerable to improper authorization / improper session management that allows the router login page to be bypassed. This leads to authenticated attackers having the ability to read the routers syslog.log file which contains the MD5 password of the Administrator's user account.,2022-11-15 02:15:09.093,Nuclei
CVE-2022-40879,6.1,0.00228,kkFileView v4.1.0 is vulnerable to Cross Site Scripting (XSS) via the parameter 'errorMsg.',2022-09-29 17:15:54.690,Nuclei
CVE-2022-40881,9.8,0.95583,SolarView Compact 6.00 was discovered to contain a command injection vulnerability via network_test.php,2022-11-17 04:15:10.857,Nuclei/EPSS
CVE-2022-41033,7.8,0.00146,Windows COM+ Event System Service Elevation of Privilege Vulnerability,2022-10-11 19:15:20.567,CISA
CVE-2022-41034,7.8,0.01893,Visual Studio Code Remote Code Execution Vulnerability,2022-10-11 19:15:20.643,Metasploit
CVE-2022-41040,8.8,0.00378,Microsoft Exchange Server Elevation of Privilege Vulnerability,2022-10-03 01:15:08.753,Metasploit/CISA
CVE-2022-41049,5.4,0.01486,Windows Mark of the Web Security Feature Bypass Vulnerability,2022-11-09 22:15:19.567,CISA
CVE-2022-41073,7.8,0.00167,Windows Print Spooler Elevation of Privilege Vulnerability,2022-11-09 22:15:21.207,CISA
CVE-2022-41080,8.8,0.01422,Microsoft Exchange Server Elevation of Privilege Vulnerability,2022-11-09 22:15:21.550,CISA
CVE-2022-41082,8.0,0.06687,Microsoft Exchange Server Remote Code Execution Vulnerability,2022-10-03 01:15:08.843,Metasploit/CISA
CVE-2022-41091,5.4,0.01113,Windows Mark of the Web Security Feature Bypass Vulnerability,2022-11-09 22:15:22.093,CISA
CVE-2022-41125,7.8,0.00118,Windows CNG Key Isolation Service Elevation of Privilege Vulnerability,2022-11-09 22:15:25.307,CISA
CVE-2022-41128,8.8,0.06547,Windows Scripting Languages Remote Code Execution Vulnerability,2022-11-09 22:15:25.453,CISA
CVE-2022-4117,9.8,0.06438,"The IWS WordPress plugin through 1.0 does not properly escape a parameter before using it in a SQL statement via an AJAX action available to unauthenticated users, leading to an unauthenticated SQL injection.",2022-12-26 13:15:12.373,Nuclei
CVE-2022-41223,6.8,0.0017,The Director database component of MiVoice Connect through 19.3 (22.22.6100.0) could allow an authenticated attacker to conduct a code-injection attack via crafted data due to insufficient restrictions on the database data type.,2022-11-22 01:15:32.897,CISA
CVE-2022-41328,6.7,0.08104,"A improper limitation of a pathname to a restricted directory vulnerability ('path traversal') [CWE-22] in Fortinet FortiOS version 7.2.0 through 7.2.3, 7.0.0 through 7.0.9 and before 6.4.11 allows a privileged attacker to read and write files on the underlying Linux system via crafted CLI commands.",2023-03-07 17:15:12.093,CISA
CVE-2022-4135,9.6,0.19602,Heap buffer overflow in GPU in Google Chrome prior to 107.0.5304.121 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),2022-11-25 01:15:09.957,CISA
CVE-2022-41352,9.8,0.91028,"An issue was discovered in Zimbra Collaboration (ZCS) 8.8.15 and 9.0. An attacker can upload arbitrary files through amavis via a cpio loophole (extraction to /opt/zimbra/jetty/webapps/zimbra/public) that can lead to incorrect access to any other user accounts. Zimbra recommends pax over cpio. Also, pax is in the prerequisites of Zimbra on Ubuntu; however, pax is no longer part of a default Red Hat installation after RHEL 6 (or CentOS 6). Once pax is installed, amavis automatically prefers it over cpio.",2022-09-26 02:15:10.733,Metasploit/CISA
CVE-2022-4140,7.5,0.02383,"The Welcart e-Commerce WordPress plugin before 2.8.5 does not validate user input before using it to output the content of a file, which could allow unauthenticated attacker to read arbitrary files on the server",2023-01-02 22:15:16.287,Nuclei
CVE-2022-41412,8.6,0.04033,An issue in the graphData.cgi component of perfSONAR v4.4.5 and prior allows attackers to access sensitive data and execute Server-Side Request Forgery (SSRF) attacks.,2022-11-30 05:15:11.037,Nuclei
CVE-2022-41441,6.1,0.00219,Multiple cross-site scripting (XSS) vulnerabilities in ReQlogic v11.3 allow attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the POBatch and WaitDuration parameters.,2023-01-20 15:15:13.553,Nuclei
CVE-2022-41473,6.1,0.00228,RPCMS v3.0.2 was discovered to contain a reflected cross-site scripting (XSS) vulnerability in the Search function.,2022-10-13 14:15:10.583,Nuclei
CVE-2022-41622,8.8,0.49499,"In all versions, 

BIG-IP and BIG-IQ are vulnerable to cross-site request forgery (CSRF) attacks through iControl SOAP.  

Note: Software versions which have reached End of Technical Support (EoTS) are not evaluated.

",2022-12-07 04:15:10.333,Metasploit
CVE-2022-41800,8.7,0.93947,"
In all versions of BIG-IP, when running in Appliance mode, an authenticated user assigned the Administrator role may be able to bypass Appliance mode restrictions, utilizing an undisclosed iControl REST endpoint. A successful exploit can allow the attacker to cross a security boundary.  

Note: Software versions which have reached End of Technical Support (EoTS) are not evaluated.

",2022-12-07 04:15:10.480,Metasploit/Nuclei
CVE-2022-41840,7.5,0.02091,Unauth. Directory Traversal vulnerability in Welcart eCommerce plugin <= 2.7.7 on WordPress.,2022-11-18 19:15:30.547,Nuclei
CVE-2022-42094,4.8,0.00411,Backdrop CMS version 1.23.0 was discovered to contain a stored cross-site scripting (XSS) vulnerability via the 'Card' content.,2022-11-22 13:15:14.007,Nuclei
CVE-2022-42095,4.8,0.00272,Backdrop CMS version 1.23.0 was discovered to contain a stored cross-site scripting (XSS) vulnerability via the Page content.,2022-11-23 02:15:10.143,Nuclei
CVE-2022-42096,4.8,0.00306,Backdrop CMS version 1.23.0 was discovered to contain a stored cross-site scripting (XSS) vulnerability via Post content.,2022-11-21 21:15:11.417,Nuclei
CVE-2022-42233,9.8,0.67518,Tenda 11N with firmware version V5.07.33_cn suffers from an Authentication Bypass vulnerability.,2022-10-20 17:15:10.617,Nuclei
CVE-2022-42475,9.8,0.25733,"A heap-based buffer overflow vulnerability [CWE-122] in FortiOS SSL-VPN 7.2.0 through 7.2.2, 7.0.0 through 7.0.8, 6.4.0 through 6.4.10, 6.2.0 through 6.2.11, 6.0.15 and earlier  and FortiProxy SSL-VPN 7.2.0 through 7.2.1, 7.0.7 and earlier may allow a remote unauthenticated attacker to execute arbitrary code or commands via specifically crafted requests.",2023-01-02 09:15:09.490,CISA
CVE-2022-4260,4.8,0.00084,"The WP-Ban WordPress plugin before 1.69.1 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform Stored Cross-Site Scripting attacks even when the unfiltered_html capability is disallowed (for example in multisite setup).",2023-01-02 22:15:16.750,Nuclei
CVE-2022-4262,8.8,0.00515,Type confusion in V8 in Google Chrome prior to 108.0.5359.94 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),2022-12-02 21:15:12.247,CISA
CVE-2022-42746,6.1,0.001,"CandidATS version 3.0.0 on 'indexFile' of the 'ajax.php' resource, allows an external attacker to steal the cookie of arbitrary users. This is possible because the application application does not properly validate user input against XSS attacks.

",2022-11-03 20:15:32.503,Nuclei
CVE-2022-42747,6.1,0.001,"CandidATS version 3.0.0 on 'sortBy' of the 'ajax.php' resource, allows an external attacker to steal the cookie of arbitrary users. This is possible because the application application does not properly validate user input against XSS attacks.

",2022-11-03 20:15:32.617,Nuclei
CVE-2022-42748,6.1,0.001,"CandidATS version 3.0.0 on 'sortDirection' of the 'ajax.php' resource, allows an external attacker to steal the cookie of arbitrary users. This is possible because the application application does not properly validate user input against XSS attacks.

",2022-11-03 20:15:32.727,Nuclei
CVE-2022-42749,6.1,0.001,"CandidATS version 3.0.0 on 'page' of the 'ajax.php' resource, allows an external attacker to steal the cookie of arbitrary users. This is possible because the application application does not properly validate user input against XSS attacks.

",2022-11-03 20:15:32.853,Nuclei
CVE-2022-42827,7.8,0.00095,"An out-of-bounds write issue was addressed with improved bounds checking. This issue is fixed in iOS 15.7.1 and iPadOS 15.7.1, iOS 16.1 and iPadOS 16. An application may be able to execute arbitrary code with kernel privileges. Apple is aware of a report that this issue may have been actively exploited..",2022-11-01 20:15:24.333,CISA
CVE-2022-42856,8.8,0.00421,"A type confusion issue was addressed with improved state handling. This issue is fixed in Safari 16.2, tvOS 16.2, macOS Ventura 13.1, iOS 15.7.2 and iPadOS 15.7.2, iOS 16.1.2. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited against versions of iOS released before iOS 15.1..",2022-12-15 19:15:25.123,CISA
CVE-2022-42889,9.8,0.97318,"Apache Commons Text performs variable interpolation, allowing properties to be dynamically evaluated and expanded. The standard format for interpolation is ""${prefix:name}"", where ""prefix"" is used to locate an instance of org.apache.commons.text.lookup.StringLookup that performs the interpolation. Starting with version 1.5 and continuing through 1.9, the set of default Lookup instances included interpolators that could result in arbitrary code execution or contact with remote servers. These lookups are: - ""script"" - execute expressions using the JVM script execution engine (javax.script) - ""dns"" - resolve dns records - ""url"" - load values from urls, including from remote servers Applications using the interpolation defaults in the affected versions may be vulnerable to remote code execution or unintentional contact with remote servers if untrusted configuration values are used. Users are recommended to upgrade to Apache Commons Text 1.10.0, which disables the problematic interpolators by default.",2022-10-13 13:15:10.113,Metasploit/EPSS
CVE-2022-42948,9.8,0.0347,"Cobalt Strike 4.7.1 fails to properly escape HTML tags when they are displayed on Swing components. By injecting crafted HTML code, it is possible to remotely execute code in the Cobalt Strike UI.",2023-03-24 14:15:09.927,CISA
CVE-2022-4295,6.1,0.0011,"The Show All Comments WordPress plugin before 7.0.1 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against a logged in high privilege users such as admin.",2023-01-16 16:15:11.213,Nuclei
CVE-2022-4301,6.1,0.0011,"The Sunshine Photo Cart WordPress plugin before 2.9.15 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting.",2023-01-09 23:15:27.497,Nuclei
CVE-2022-43014,6.1,0.00091,OpenCATS v0.9.6 was discovered to contain a reflected cross-site scripting (XSS) vulnerability via the joborderID parameter.,2022-10-19 18:15:13.413,Nuclei
CVE-2022-43015,6.1,0.00091,OpenCATS v0.9.6 was discovered to contain a reflected cross-site scripting (XSS) vulnerability via the entriesPerPage parameter.,2022-10-19 18:15:13.470,Nuclei
CVE-2022-43016,6.1,0.00091,OpenCATS v0.9.6 was discovered to contain a reflected cross-site scripting (XSS) vulnerability via the callback component.,2022-10-19 18:15:13.533,Nuclei
CVE-2022-43017,6.1,0.00091,OpenCATS v0.9.6 was discovered to contain a reflected cross-site scripting (XSS) vulnerability via the indexFile component.,2022-10-19 18:15:13.600,Nuclei
CVE-2022-43018,6.1,0.00091,OpenCATS v0.9.6 was discovered to contain a reflected cross-site scripting (XSS) vulnerability via the email parameter in the Check Email function.,2022-10-19 18:15:13.687,Nuclei
CVE-2022-4305,9.8,0.17232,"The Login as User or Customer WordPress plugin before 3.3 lacks authorization checks to ensure that users are allowed to log in as another one, which could allow unauthenticated attackers to obtain a valid admin session.",2023-01-23 15:15:14.283,Nuclei
CVE-2022-4306,5.4,0.00104,"The Panda Pods Repeater Field WordPress plugin before 1.5.4 does not sanitize and escapes a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against a user having at least Contributor permission.",2023-01-30 21:15:10.510,Nuclei
CVE-2022-43140,7.5,0.00862,kkFileView v4.1.0 was discovered to contain a Server-Side Request Forgery (SSRF) via the component cn.keking.web.controller.OnlinePreviewController#getCorsFile. This vulnerability allows attackers to force the application to make arbitrary requests via injection of crafted URLs into the url parameter.,2022-11-17 17:15:13.613,Nuclei
CVE-2022-43164,5.4,0.00288,"A stored cross-site scripting (XSS) vulnerability in the Global Lists feature (/index.php?module=global_lists/lists) of Rukovoditel v3.2.1 allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Name parameter after clicking ""Add"".",2022-10-28 17:15:26.973,Nuclei
CVE-2022-43165,5.4,0.00288,"A stored cross-site scripting (XSS) vulnerability in the Global Variables feature (/index.php?module=global_vars/vars) of Rukovoditel v3.2.1 allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Value parameter after clicking ""Create"".",2022-10-28 17:15:27.047,Nuclei
CVE-2022-43166,5.4,0.00288,"A stored cross-site scripting (XSS) vulnerability in the Global Entities feature (/index.php?module=entities/entities) of Rukovoditel v3.2.1 allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Name parameter after clicking ""Add New Entity"".",2022-10-28 17:15:27.130,Nuclei
CVE-2022-43167,5.4,0.00288,"A stored cross-site scripting (XSS) vulnerability in the Users Alerts feature (/index.php?module=users_alerts/users_alerts) of Rukovoditel v3.2.1 allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Title parameter after clicking ""Add"".",2022-10-28 17:15:27.213,Nuclei
CVE-2022-43169,5.4,0.00288,"A stored cross-site scripting (XSS) vulnerability in the Users Access Groups feature (/index.php?module=users_groups/users_groups) of Rukovoditel v3.2.1 allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Name parameter after clicking ""Add New Group"".",2022-10-28 17:15:27.360,Nuclei
CVE-2022-43170,5.4,0.20485,"A stored cross-site scripting (XSS) vulnerability in the Dashboard Configuration feature (index.php?module=dashboard_configure/index) of Rukovoditel v3.2.1 allows authenticated attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Title parameter after clicking ""Add info block"".",2022-10-28 17:15:27.443,Nuclei
CVE-2022-43185,5.4,0.15568,A stored cross-site scripting (XSS) vulnerability in the Configuration/Holidays module of Rukovoditel v3.2.1 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Name parameter.,2022-10-19 14:15:10.443,Nuclei
CVE-2022-4320,6.1,0.00089,"The WordPress Events Calendar WordPress plugin before 1.4.5 does not sanitize and escapes a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against both unauthenticated and authenticated users (such as high-privilege ones like admin).",2023-01-16 16:15:11.430,Nuclei
CVE-2022-4321,6.1,0.0011,The PDF Generator for WordPress plugin before 1.1.2 includes a vendored dompdf example file which is susceptible to Reflected Cross-Site Scripting and could be used against high privilege users such as admin,2023-02-06 20:15:11.260,Nuclei
CVE-2022-4325,6.1,0.0011,"The Post Status Notifier Lite WordPress plugin before 1.10.1 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which can be used against high privilege users such as admin.",2023-01-09 23:15:27.647,Nuclei
CVE-2022-4328,9.8,0.23935,"The WooCommerce Checkout Field Manager WordPress plugin before 18.0 does not validate files to be uploaded, which could allow unauthenticated attackers to upload arbitrary files such as PHP on the server",2023-03-06 14:15:09.723,Nuclei
CVE-2022-4375,6.3,0.2214,A vulnerability was found in Mingsoft MCMS up to 5.2.9. It has been classified as critical. Affected is an unknown function of the file /cms/category/list. The manipulation of the argument sqlWhere leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. Upgrading to version 5.2.10 is able to address this issue. It is recommended to upgrade the affected component. The identifier of this vulnerability is VDB-215196.,2022-12-09 08:15:09.747,Nuclei
CVE-2022-43769,8.8,0.35599,"
Hitachi Vantara Pentaho Business Analytics Server prior to versions 9.4.0.1 and 9.3.0.2, including 8.3.x allow certain web services to set property values which contain Spring templates that are interpreted downstream. 

",2023-04-03 18:15:07.703,Metasploit/Nuclei
CVE-2022-43781,9.8,0.44156,There is a command injection vulnerability using environment variables in Bitbucket Server and Data Center. An attacker with permission to control their username can exploit this issue to execute arbitrary code on the system. This vulnerability can be unauthenticated if the Bitbucket Server and Data Center instance has enabled “Allow public signup”.,2022-11-17 00:15:18.483,Metasploit
CVE-2022-43939,8.6,0.00315,"
Hitachi Vantara Pentaho Business Analytics Server versions before 9.4.0.1 and 9.3.0.2, including 8.3.x contain security restrictions using non-canonical URLs which can be circumvented. 

",2023-04-03 19:15:07.047,Metasploit
CVE-2022-44290,9.8,0.01903,webTareas 2.4p5 was discovered to contain a SQL injection vulnerability via the id parameter in deleteapprovalstages.php.,2022-12-02 20:15:13.880,Nuclei
CVE-2022-44291,9.8,0.01903,webTareas 2.4p5 was discovered to contain a SQL injection vulnerability via the id parameter in phasesets.php.,2022-12-02 20:15:13.950,Nuclei
CVE-2022-44356,7.5,0.03426,WAVLINK Quantum D4G (WL-WN531G3) running firmware versions M31G3.V5030.201204 and M31G3.V5030.200325 has an access control issue which allows unauthenticated attackers to download configuration data and log files.,2022-11-29 17:15:11.313,Nuclei
CVE-2022-4447,9.8,0.08987,"The Fontsy WordPress plugin through 1.8.6 does not properly sanitize and escape a parameter before using it in a SQL statement via an AJAX action available to unauthenticated users, leading to a SQL injection.",2023-01-16 16:15:11.817,Nuclei
